id,label,description,url,x,y,cluster,weight<Links>,weight<Total link strength>
1371,na (ajn),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>a context sensitive approach to anonymizing public participation gis data: from development to the assessment of anonymization effects on data quality</td></tr><tr><td>Source:</td><td>[no source], 83(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101513,-0.7147,0.6215,7,38,13
1372,na (ajo),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>comprehensive decision-strategy space exploration for efficient territorial planning strategies</td></tr><tr><td>Source:</td><td>[no source], 83(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101516,0.7288,-0.4104,9,29,6
1373,na (ajp),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>you are how you travel: a multi-task learning framework for geodemographic inference using transit smart card data</td></tr><tr><td>Source:</td><td>[no source], 83(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101517,-0.565,0.4904,4,67,14
1374,na (ajq),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>spatial biases in crowdsourced data: social media content attention concentrates on populous areas in disasters</td></tr><tr><td>Source:</td><td>[no source], 83(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101514,-0.2861,0.6291,3,7,5
1375,na (ajr),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>the importance of spatio-temporal infrastructure assessment:evidence for 5g from the oxfordâ€“cambridge arc</td></tr><tr><td>Source:</td><td>[no source], 83(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101515,-0.39,0.487,4,25,12
1376,na (ajs),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>a network-based scan statistic for detecting the exact location and extent of hotspots along urban streets</td></tr><tr><td>Source:</td><td>[no source], 83(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101500,-0.358,0.0172,2,75,33
1377,na (ajt),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>urban expansion simulation from the perspective of land acquisition-based on bargaining model and ant colony optimization</td></tr><tr><td>Source:</td><td>[no source], 82(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101504,0.2485,-0.8754,2,122,27
1378,na (aju),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>spatiotemporal heterogeneous allocation to support service area response</td></tr><tr><td>Source:</td><td>[no source], 82(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101503,0.1314,0.2001,9,82,15
1379,na (ajv),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>automating the evaluation of urban roadside drainage systems using mobile lidar data</td></tr><tr><td>Source:</td><td>[no source], 82(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101502,0.6443,-0.5194,9,2,2
1380,na (ajw),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>scale effects in remotely sensed greenspace metrics and how to mitigate them for environmental health exposure assessment</td></tr><tr><td>Source:</td><td>[no source], 82(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101501,-0.5902,-0.2971,7,78,27
1381,na (ajx),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>breaking ground: automated disturbance detection with landsat time series captures rapid refugee settlement establishment and growth in north uganda</td></tr><tr><td>Source:</td><td>[no source], 82(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101499,0.4326,-0.3685,6,18,9
1382,na (ajy),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>advancing scenario planning through integrating urban growth prediction with future flood risk models</td></tr><tr><td>Source:</td><td>[no source], 82(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101498,0.3409,-0.8076,6,97,22
1383,na (ajz),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>predicting the environment from social media: a collective classification approach</td></tr><tr><td>Source:</td><td>[no source], 82(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101487,0.047,0.3649,3,15,14
1384,na (aka),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>mapping the geodemographics of digital inequality in great britain: an integration of machine learning into small area estimation</td></tr><tr><td>Source:</td><td>[no source], 82(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101486,-0.5973,-0.1284,7,22,11
1385,na (akb),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>understanding spatio-temporal heterogeneity of bike-sharing and scooter-sharing mobility</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101483,-1.0732,1.3213,4,11,13
1386,na (akc),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>modeling urban growth by coupling localized spatio-temporal association analysis and binary logistic regression</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101482,0.2894,-0.7707,6,87,31
1387,na (akd),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>sensitivity of sequence methods in the study of neighborhood change in the united states</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101480,-0.5834,-0.1926,7,125,26
1388,na (ake),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>estimating pedestrian volume using street view images: a large-scale validation test</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101481,-0.8971,0.2883,8,38,29
1389,na (akf),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>probabilistic allocation and scheduling of multiple resources for emergency operations; a victorian bushfire case study</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101479,0.7629,-0.0707,1,2,2
1390,na (akg),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>uncovering inconspicuous places using social media check-ins and street view images</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101478,-0.6127,0.4998,4,127,31
1391,na (akh),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>acoustical properties in emergency warning siren coverage planning</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101477,0.4368,0.3776,9,25,16
1392,na (aki),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>gsam: a deep neural network model for extracting computational representations of chinese addresses fused with geospatial feature</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101473,0.18,0.3268,2,18,9
1393,na (akj),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>land suitability and urban growth modeling: development of sleuth-suitability</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101475,0.4561,-0.8099,6,161,33
1394,na (akk),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>delineating urban park catchment areas using mobile phone data: a case study of tokyo</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101474,-0.8454,0.1027,4,53,16
1395,na (akl),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>robustness response of the zurich road network under different disruption processes</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101460,-0.4292,0.4571,5,27,8
1396,na (akm),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>access: an agent-based model to explore job accessibility inequalities</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101462,-0.7466,-0.2361,8,68,19
1397,na (akn),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>putting space into modeling landscape and water quality relationships in the han river basin, south korea</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101461,-0.03,-0.4834,2,20,8
1398,na (ako),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>modeling urban growth using spatially heterogeneous cellular automata models: comparison of spatial lag, spatial error and gwr</td></tr><tr><td>Source:</td><td>[no source], 81(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2020.101459,0.217,-0.7264,6,211,43
1399,na (akp),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>discovering traffic congestion through traffic flow patterns generated by moving object trajectories</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101426,-0.355,0.6753,4,17,8
1400,na (akq),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>modelling multi-regional urban growth with multilevel logistic cellular automata</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101457,0.6362,-0.7301,6,139,37
1401,na (akr),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>understanding resilience in slums using an agent-based model</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101458,-0.8314,-0.2807,7,9,7
1402,na (aks),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>healthier routes planning: a new method and online implementation for minimizing air pollution exposure risk</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101456,0.121,0.0123,2,46,9
1403,na (akt),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>assessing the effects of bus stop relocation on street robbery</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101455,-0.6812,-0.248,2,33,18
1404,na (aku),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>victs: a novel network partition algorithm for scalable agent-based modeling of mass evacuation</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101452,0.1334,0.4074,9,33,8
1405,na (akv),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>automatic geo-referencing of bim in gis environments using building footprints</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101453,0.6493,0.8447,3,11,6
1406,na (akw),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>economic and technical assessment of rooftop solar photovoltaic potential in brownsville, texas, u.s.a</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101450,0.7538,0.6222,8,7,5
1407,na (akx),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>capturing what human eyes perceive: a visual hierarchy generation approach to emulating saliency-based visual attention for grid-like urban street networks</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101454,-0.0872,0.7568,3,58,22
1408,na (aky),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>annually modelling built-settlements between remotely-sensed observations using relative changes in subnational populations and lights at night</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101444,0.2813,-0.5355,6,212,50
1409,na (akz),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>the spatial organization of accessibility and functional hierarchy: the case of israel</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101429,-0.7708,0.1984,5,90,32
1410,na (ala),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>portraying the spatial dynamics of urban vibrancy using multisource urban big data</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101428,-0.7129,0.0426,4,146,35
1411,na (alb),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>morphological tessellation as a way of partitioning space: improving consistency in urban morphology at the plot scale</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101441,0.2448,0.0208,6,13,7
1412,na (alc),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>towards concentration and decentralization: the evolution of urban spatial structure of chinese cities, 2001â€“2016</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101425,-0.4653,-0.5751,5,127,21
1413,na (ald),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>a framework for extracting urban functional regions based on multiprototype word embeddings using points-of-interest data</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101442,-0.4134,0.4166,4,93,32
1414,na (ale),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>using household counts as ancillary information for areal interpolation of population: comparing formal and informal, online data sources</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101440,-0.0109,-0.1404,7,118,38
1415,na (alf),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>road network structure and ride-sharing accessibility: a network science perspective</td></tr><tr><td>Source:</td><td>[no source], 80(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101430,-0.4243,0.3384,5,78,24
1416,na (alg),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>modelling the relationship between urban expansion processes and urban forest characteristics: an application to the metropolitan district of quito</td></tr><tr><td>Source:</td><td>[no source], 79(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101420,0.2647,-0.7548,6,81,27
1417,na (alh),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>optimizing parcel exchange among landowners: a soft alternative to land consolidation</td></tr><tr><td>Source:</td><td>[no source], 79(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101422,0.4594,-0.4877,9,15,6
1418,na (ali),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>towards the generation of 3d openstreetmap building models from single contributed photographs</td></tr><tr><td>Source:</td><td>[no source], 79(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101421,0.7036,0.3897,3,30,13
1419,na (alj),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>city limits in the age of smartphones and urban scaling</td></tr><tr><td>Source:</td><td>[no source], 79(na)</td></tr></table>",https://doi.org/10.1016/j.compenvurbsys.2019.101423,-0.5388,0.0499,5,108,31
